rec_id,q_gram_set
8a81e9a2dbdc9ccf4ac5091a8a3458b529de766c3320138cf1f9708e537afb01,"{'te', 'tt', 'an', 'ne', 'nn', 'et'}"
4f0a16399623bb595c939fd6909277026e926112c69d8ffd35762a0aa4c6feb1,"{'ey', 'rl', 've', 'ev', 'le', 'be', 'er'}"
92414ddf930db4d43c0a5159ab1574cd7a94e879013932f70c637a32859eddf3,"{'ai', 'il', 'ga'}"
d2a662047a6fad77347b676dedf6755cedbfbf8aef67cae4dc18ba53346577b5,"{'uz', 'an', 'ne', 'nn', 'za', 'su'}"
52e8e47b38e854580afce4aade15dbd5ce0c0464da711afe71da123687d5a4cd,"{'an', 'nd', 'am', 'da', 'ma'}"
8326e09ce4e90a419a510ed74895cf6713f2fb42b0b3ffc126527ec2b9e95872,"{'aw', 'da', 'wn'}"
d85135edba8dcf03d17144a635d198b461fb36cb5f34fd689bb5c6738911b20d,"{'re', 'sa', 'he', 'es', 'th', 'er'}"
55579b557896d0ce1764c47fed644f9b35f58bad620674af23f356d80ed0c503,"{'na', 'an', 'nn'}"
4c0db82499ca9a6d65c396d1fbb8e77078e315bd8db0e9476a88cd244aa76ca6,"{'io', 'na', 'on', 'fi'}"
9c0e126a9f0375702fc470f76553b6d09047271297fc6ca114e56b0120906f5c,"{'er', 'he', 'yl', 'ry', 'ch'}"
53465e3dea0f3b0916bd4a97f961c07e33e5462213f1e51fef297feb5c14bdde,"{'ly', 'gl', 'ni', 'is', 'yn'}"
a1df6dffb5e4869e2f750c4121219699b9f6d748d16b7118494d1f7dcf1585e5,"{'st', 'te', 'ep', 'ni', 'ie', 'ha', 'an', 'ph'}"
c9ae5a10ae8824d79d22c3e571ef302f5368e51afa1f551b374f06cbbd682410,"{'ol', 'la', 'ni', 'co', 'ic'}"
5f3d6952c5c5e22077fabf461de80f1ce475752fe75afcf5ca46bac438405619,"{'dr', 're', 'an', 'nd', 'ea'}"
73f91b8e33fa0f6931d3872a012785b54373c1c3712dad952a11d631d873c569,"{'ey', 'ra', 'ce', 'tr', 'ac'}"
b1efc77a39364d74c235222399e56d46bc1bf795e6eb1c39887a424cadaf5357,"{'cy', 'ra', 'ac', 'tr'}"
56363e580521c95f28b87d0fd1da302f0d5f93abaf0f8f4e60c16640df6205e8,"{'an', 'ne', 'nn', 'oa', 'jo'}"
01621148306fc8fb7c2b95eeb5c37e375f90db53cf8313ea87c9c34c05b7e0e5,"{'el', 'le', 'he', 'ic', 'll', 'mi', 'ch'}"
b740d031521c59652486548d84bfcc1bb66b8dd2b0d5f1c392f476bca11f9e0a,"{'br', 'de', 'eb', 'ra'}"
0c086cdc772aa579506fd17a735af6e7d14db0ad1d49730c301e007c3e663d36,"{'la', 'pa', 'ul', 'au'}"
ed62c6fd9f1b99007f2f0e108e1c5c97184fa69f3c43feb8038b389d80896476,"{'na', 'nn', 'on', 'do'}"
eee9e0172bbf5a80265c631143abb58c37f3cb91f91a099ce70246045e818328,"{'ui', 'se', 'lo', 'is', 'ou'}"
a37c36f0e516abf8d53a43085a56f9e24343c6376304f61d6b000650160a4f29,"{'dy', 'an', 'nd', 'ma'}"
d148bfa1bbe1ce4635f6bc654de582708d6efff9815b4ed28bd49b688830d194,"{'na', 'in', 'ti'}"
766405c9ff5fa000e845ac29f1047c5d01003822c0193c3a1364183211dc9db5,"{'ne', 'ja', 'yn', 'ay'}"
d84fe7e07bedb227cffff10009151d96fc944f6a1bd37cff60e8e4626a1eb1c3,"{'is', 'li', 'sa'}"
c4cf94e75b6067e81d73250448a38c1030abfdd4b801a5b2e02559b2adddcbe9,"{'ai', 'cl', 're', 'ir', 'la'}"
26ae784d194a5760464348329af4eb9fca2b27bbf823742c968a61543e3a1153,"{'ki', 'im'}"
dfef5e53f9848472560a3e680a310d097ecc75919740646df38d31cab7aa07ac,"{'an', 'el', 'me', 'la', 'ni', 'ie'}"
7edbd4be01be15bc35b93ee4e1809f48a9abbd5b1b3dad612243a49ea6412057,"{'cl', 'la', 'ar', 're'}"
f5be4b62e1c45f6151b247dcae513da8a91906942535f0e2c232bf7efe4750bd,"{'ne', 'at', 'ka', 'in', 'er', 'ri', 'he', 'th'}"
3a6d64c24cf80b69ccda37650406467e8266667b50cfd0b984beb3651b129ed7,"{'ra', 'ar', 'sa'}"
5487d9e0d16f14a978c829697818b14aacc911ed4ee81bcc32b4c5a0bebcd578,"{'ne', 'xi', 'in', 'ax', 'ma'}"
ecbd105358e381d778dd0173cd6a6db10f2f136e1810797c212b483fc42a02a2,"{'na', 'an', 'nn', 'oa', 'jo'}"
548a39619a812e451be4ec19229bafffbab2cccfd539c8b1e430de93edd25716,"{'eb', 'bi', 'de', 'ie', 'bb'}"
208ad55e4c4200ca42a73ab260efd6df57efccc95aad25fe4d1f378e23a0acb6,"{'el', 'le', 'he', 'ic', 'mi', 'ch'}"
6bdf0b2dfc2e0221960849943e884b3d4c6baf7cd25286caee29b9737ab3a343,"{'cc', 'ec', 're', 'eb', 'be', 'ca'}"
c5422c052bfbd7bbd9764e0467688b62193fec4fa32a1b13af28d1708d5870ec,"{'ha', 'an', 'nt', 'sa', 'am', 'th', 'ma'}"
ab1cb712f2dca756105160805501f4d6d8657d93d40b16eee4ecb5fd048d26eb,"{'or', 'ia', 'ct', 'to', 'ri', 'ic', 'vi'}"
9d017e2681b7f31725e1c0fbe2612e89079c22806b02cf7a894b500dd5a219c1,"{'zo', 'oe'}"
cb6cd590e92c2ae5427994fe3276673899e1143a89f25dad9dd5393c2389caff,"{'ke', 'ry', 'rr', 'er'}"
4ca6f6d5a544bf57c323657ad33aae1a019c775518cf4414beedb86962aea7c1,"{'ly', 'ke', 'el', 'll'}"
cd879f74c6ffe6e4ae973145798ca26489fa2a61f7b29ac5fd816c0ad959511f,"{'na', 'al', 'at', 'ta', 'ie', 'li'}"
a40fea3a72a41543a4d0b9ff2cc6734e04409c563f3c413220e7f33c35b7a590,"{'ha', 'ey', 'le', 'yl', 'ay'}"
d334cbac4bb3f242dfe5e11a656333345ce05c8409bc347be201f2447e14b480,"{'na', 'sh', 'as', 'at', 'ta', 'ha'}"
219c7cdbedac43d32726742c274c52d064fc9f4cf963b68b0f2fa8384051169a,"{'ra', 'ae', 'el', 'ac', 'ch', 'ha'}"
e61f7ced5002b4b809522da1ac824ec11d1288106d6f734b4f1316f14734c8f0,"{'st', 'ir', 'ty', 'ki', 'rs'}"
a051e62c16c385ab646c4161a67a338bc8e7efdff2c797e53fcdb72b9fc2b4d0,"{'va', 'an', 'ne', 'ss', 'sa', 'es'}"
3460eb8087523e19ac486f37fc68192c2dcd087814a2a9c9ad6b668fee3e0134,"{'ie', 'ti', 'at', 'ka'}"
c80194cefba53b4a38d06e32f555e1c745038550992744a876ffbe495f4f93e1,"{'xa', 'al', 'le', 'nd', 'dr', 'an', 'ra', 'ex'}"
4f183cf85e045f536c0465703371eae125546f5d05b5d96ea043c88cc2e85728,"{'ch', 'la', 'ni', 'ol', 'ho', 'ic'}"
5e0176c9d2070a5a2a22bf74b4abed303654690d58d64221ccbd022af827abc4,"{'hi', 'op', 'ph', 'so', 'ie'}"
05a331a7f4f1929faaca289a66f98d5a05b387d9cbeb4f8c2dd8204a6b023a14,"{'he', 'id', 'ei', 'di'}"
4ab17eebd8ab6696a0cc3ccd69e4aa2818911e5800b0ff335bf2fe6d2c11cd23,"{'ta', 'an', 'ya', 'ny'}"
4b493fc85b64fc1e6ffe2965d8a82a11810a8a9d5a76c1f43a8a6ba974e2ee94,"{'an', 'ne', 'nn', 'le', 'ea'}"
42570c45c81fdb5d1964f9e7aaead823df063412a3ae28ddca46dadb25bf6282,"{'ta', 'ra', 'ar'}"
e228188027a6616e1d2ff510d6738917c808497ed7a78197121c1424420fba9b,"{'ai', 'cl', 'la', 'ir'}"
b90d33f2b12789d32691050a2083be28eb99985601a1f1a72efc9232e49306fd,"{'ia', 'so', 'ni', 'on'}"
9ad241dcbf432e7b773cbd74812bb05a53418a1a385b304daaaa273947eaf544,"{'ey', 'se', 'nd', 'ds', 'in', 'li'}"
3fb22a5597fb91ee4f9abbf30ea69d318be150e0fcf3ca1db8ca334b520d2894,"{'mm', 'ma', 'ge', 'em'}"
e5d503d4582229c4c9abe250e49654765c885eb49bb49df7f1861bb79fc7346e,"{'an', 'el', 'le', 'll', 'ni', 'ie', 'da'}"
f9846d74a1137294b0ddf8730300a44192b0745e6233821733ef34f7cb9526a7,"{'st', 'ey', 'ce', 'ta', 'ac'}"
b918c3f9116ce3a61efd71a1bada0d46c8f575283ce5d5798454a4abfb56ae79,"{'re', 'ur', 'la', 'en', 'au'}"
e1fc45f7880e0505ff0b6a079b9af149f225e260f59b1d20225357a8cce8ffd8,"{'si', 'je', 'ss', 'ic', 'es', 'ca'}"
ae4cc7c447f33379917da274cda166fb9bfa4abcfe871673000e8c05dff82829,"{'rl', 'le', 'be', 'im', 'er', 'ey', 'mb', 'ki'}"
6e7e2ef0fbf160847f3a3f905528807e0dd6261d8020ce9ed58609b60e43aa7c,"{'na', 'je', 'en', 'nn'}"
2cfec32ebfe15be994c986bb65a5ea9ad1334dced01626ca20c24272f1416b28,"{'od', 'ie', 'jo', 'di'}"
dfc77aeeece4ee66a7d6ee64ec842688951d99095907107756fce64eb200908e,"{'mm', 'je', 'ma', 'em'}"
f4293461e288327cbf4c3ee1772c2c7e138bf5531bfb5d36ce35ed69a0c85b46,"{'ly', 'rl', 'ar', 'ca'}"
867417e00dd66c36596429f00517ef68e64c9759fbf416af29726838258b1550,"{'ly', 'ol', 'ho', 'll'}"
8def3bf5d78abb247b4829e87b52b10d79b1cd0e2aec529930ed692ee8d1cd2c,"{'el', 'me', 'ss', 'sa', 'is', 'li'}"
0706a932ea64413c8fc278b69a5beee895902704869e23bfb2f474a16500c6ce,"{'ty', 'at', 'ka'}"
46c4c923178acf98a9335791af273d4afd2d13e130e24672a753704ed854409f,"{'na', 'om', 'mi', 'ao'}"
89623921737742a919ee035f7dd57df1ebe19ebba477b916cb93738e02a368f2,"{'rl', 'ne', 'le', 'ar', 'en', 'ch', 'ha'}"
5db6810e7cf9ff073c275265cfed5712b136fee26d7281715196e55f36f00279,"{'de', 'ja', 'ad'}"
9f3cd8010f1d508e2c333d43a9292f2b3c287b4fd92a3297e1a72827bf7b2eab,"{'si', 'ia', 'an'}"
81c52b4457b4966544ec582f4e1e6d2e72ec7091ebe68172b2d4dc634998719c,"{'ab', 'ai', 'bi', 'il', 'ig', 'ga'}"
fbcaebefcb926027176bff9d66e266a50de140460873bfa9dba6165717a72ae3,"{'sa', 'ds', 'in', 'li', 'nd', 'ay'}"
bd034fa8bb69c3ecc914be82b5945eb91dea0e8d5d27702081d1b0424a8079eb,"{'ai', 'me', 'im', 'ee'}"
8813d406421e0063ef8ec81fc45170338b4cfd9547ee1ab157b90b46bcb6e2a7,"{'rl', 'ar', 'la', 'ca'}"
239127e09157cbafb6212123b102aa1103241946b3684c232c44b8367c3a4d47,"{'ny', 'je', 'en', 'nn'}"
5916d7de039e99571aeb213d97330558236f78f36475cdc9bf6c400ec108e7df,"{'ly', 'ey', 'se', 'nd', 'ds', 'yn'}"
e9afe405a099f4a6444d4492a371e398ca79a72502695c241e82ce049dfb020c,"{'ly', 'ey', 'ns', 'se', 'yn'}"
ec5c41c127a484ebc9cc0b3ca294254623f11588ef3c71a3a148e1b19fbb79dd,"{'oe', 'lo', 'hl', 'ch'}"
2db317222c996b6380f1b4f1102253cbec31685ef0ff4a71f665136bfa717cad,"{'ea', 'le', 'ah'}"
bb37067afeb4ee16d668eef073ca6eea4f3b4a1fc6c68e3c0b1fd01a5fb7f5ad,"{'on', 'ni', 'to'}"
af7c752bf81f575efe5ac39f7ab8c61a3668ff0cf7e950114194fa5267cc830a,"{'an', 'be', 'et', 'th', 'ny', 'ha'}"
68d85a0a124d90d9eea4b9e3b436db429c8223911d52076d70aef4b78d9686c5,"{'an', 'ga', 'me', 'eg'}"
b2471d941bf888366cf43813752ea2ebfef08254773cf116187cdd6d0463a50a,"{'iv', 'ia', 'ol', 'vi', 'li'}"
1c18bc2214f67ae19bbaa640fc776f5a4a38c4021d421cdd8cd3d2bcad23da93,"{'or', 'ia', 'eo', 'rg', 'ge', 'gi'}"
461f09556c26f2100aaac02b36fb3b73303bd9f884a937f7c983e1e5c1148a48,"{'sh', 'an', 'nn', 'on', 'no', 'ha'}"
dc1f68437c6fc4ab54da855326a832845672015ec2e2cc4e19b30870266fb6ab,"{'ai', 'ig', 'pa', 'ge'}"
b54a1af8b666f61c2dd5ae8f8a543133409fd28c3b78064c5db993bf2c8e77bc,"{'ol', 'le', 'ni', 'co', 'ic'}"
1ecd41c03ef78bd6daeaa6bb008896607a8413bf8ba6266be80327554b370a9e,"{'he', 'el', 'se', 'ea', 'ls', 'ch'}"
b1601f694b9d336c35fc456de5697dfde5e1b1ce4e8c40766fb6cb763aba91c7,"{'am', 'be', 'mb', 'er'}"
6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f,"{'sm', 'ne', 'as', 'ja', 'in', 'mi'}"
e30b92ce7fe9aa549afaf8b5ac050a8d4409da57e7d5ce170ab23e829003a8e6,"{'ig', 'le', 'ka', 'ei', 'gh', 'yl', 'ay'}"
571543876c684a8b50a6980db3ae8f0336d573981fcf6c48759648e03d0c3092,"{'sh', 'ig', 'as', 'le', 'hl', 'gh', 'ei'}"
5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,"{'nc', 'sc', 'fr', 'ra', 'an', 'ce', 'es', 'ca'}"
19c15be23eac333b892560bfc72d4f8bc7dfc8a1634e628607a4adf3b9956d29,"{'ab', 'ie', 'bb', 'bi'}"
ef2af8d7a9663b18f3010435cfe4eaf2cb99c961915dd00d87d5f0ea9928ded8,"{'ro', 'si', 'ie', 'os'}"
027434cce1114811be52fa56af57a6550bda1c7777be20f4e51f4a6952574c72,"{'ie', 'el', 'll', 'li'}"
6cf6873c4b106dc0dbb19ef81fc02e8ec3c89d906417ce9c5f62654f81e0d83b,"{'ol', 'll', 'li', 'ie', 'ho'}"
7a70c52aacee63c8eae9850076eccbb85904ec738c13d846f656313fa84f3616,"{'an', 'be', 'et', 'th', 'ha'}"
6bf3d7f77d878d880a274272b6717bb4dafd5e147573060980ec2028d63ecaa3,"{'be', 'et', 'th'}"
a75a17819d684e8c24344b1b9494acfcf70f132955fff6dbaa79b8414d2d3a99,"{'ro', 'ob', 'by', 'yn'}"
801f924d6ed6ecb6356f9acb47d9b5ae7100e8be12a5dac983e22acbc809271a,"{'te', 'le', 'll', 'ch', 'ha', 'an', 'el', 'nt'}"
f2f8bd542ab11a7c4ce6bafbfd09c6055050bbd3efafe839425d3897b77b232c,"{'de', 'mi', 'em'}"
d92e06b325d24423dd187a0101924107ace8b367379b12c2b8608ddf843cf435,"{'ey', 'ne', 'tn', 'ur', 'co', 'rt', 'ou'}"
6e000746f155a44d1520de4534c0c596070d6f8377ba2233a4d1d65e5892d5e6,"{'ab', 'le', 'ie', 'll', 'ga', 'br', 'el', 'ri'}"
d5e7d945ccf8829e9b18eb3ed3b720ca2bb6ff1931a58aaa9ce8253913ea4139,"{'sm', 'as', 'in', 'mi', 'ya'}"
8fa67f555030ddc7b714e010692997ed8afd538d9d2282ba4a4c0bc5cea0705d,"{'hi', 'rh', 'ia', 'an', 'nn', 'on', 'no'}"
e798f61c76f63ea754fc19c98abca883ea5fac552c258d3b92f58e73fd6792f5,"{'og', 'mo', 'im', 'en', 'ge'}"
7065f96440b35fe964d1a57501fb0fab20eb326727c6da3be94e88225bd57947,"{'re', 'eb', 'ek', 'ka', 'be', 'ah'}"
333046d06ee498921370419b5a8ed7030f2d8aa1b8670d9fece8b81345d98823,"{'ai', 'tl', 'it', 'in', 'li', 'ca'}"
